country,latitude,longitude,region,continent,ev_stock,ev_sales,battery_demand_mwh_est,total_battery_factories,total_battery_capacity_gwh,dc_fast_chargers,ac_chargers,avg_power_kw,net_lithium_import_t,net_cobalt_import_t,net_nickel_import_t,net_graphite_import_t,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,lithium_production_t,cobalt_production_t,nickel_production_t,graphite_production_t,domestic_mineral_capacity,mineral_self_sufficiency_pct,import_dependency_pct,supply_risk_score,geopolitical_risk_score,supplier_diversity_index,disruption_probability,risk_category,factory_utilization_pct,battery_export_gwh,battery_import_gwh,production_cost_usd_per_kwh,average_factory_age_years,annual_battery_output_gwh,charger_density_per_1000_ev,public_charging_ratio,charging_readiness_score,charger_growth_rate_pct,transport_mode,average_shipping_distance_km,logistics_cost_usd_per_ton,on_time_delivery_rate_pct,carbon_emission_tco2,route_efficiency_score,warehouse_capacity_t,inventory_turnover_ratio,stockout_probability,date,year,quarter,month,month_name,week,day,fiscal_year,ev_market_growth_pct,battery_demand_growth_pct,manufacturing_dependency_score,infrastructure_score,logistics_risk_score,inventory_risk_score,overall_supply_chain_score
France,46.23,2.21,Western Europe,Europe,1498505,270101,22861.84,15,113.09,16283,91831,79.4,47403.87,72551.79,31878.29,31556.38,34.26,2.96,47.5,42025.95,4.82,148461,87654,20056,161375,417546,64.3,35.17,60,87.3,0.43,0.33,High,65.05,235.06,165.4,105.03,26.6,366.91,27.06,69.03,47,2.43,Air,1354.9,249.39,88.56,108.23,60.06,93851.52,14.98,0.19,08-07-2025,2025,Q3,7,July,28,8,2025,4.6,18.04,77.64,80.02,49.41,7.62,61.28
China,35.86,104.19,Eastern Asia,Asia,10439102,1451148,95462.82,99,827.92,203944,1338987,89.7,76636.54,277597.48,496033.41,457638.55,31.32,2.63,72.3,134962.01,4.24,74525,52401,96726,63581,287233,29.52,69.27,63.3,84.1,0.68,0.26,High,79.47,2.96,126.91,65.26,8.3,332.84,67.29,81.95,77.4,13.72,Sea,2126.9,79.06,76.47,106.49,67.74,44115.83,4.06,0.21,07-07-2025,2025,Q3,7,July,28,7,2025,10.62,32.53,39.34,45.32,22.53,82.2,57.31
Japan,36.2,138.25,Eastern Asia,Asia,1906682,213200,15301.4,18,137.56,17178,85616,82.1,54402.34,35585.67,73982.09,72598.97,43.09,1.38,50.6,95367.19,4.48,124416,30624,150373,70739,376152,15.52,85.11,56.3,43.1,0.62,0.16,High,70.89,150.77,171.7,134.68,14.6,615.79,61.27,29.34,67.4,8.4,Air,1170.8,245.53,91.44,122.76,95.11,34719.11,4.35,0.1,02-06-2024,2024,Q2,6,June,22,2,2024,32.74,9.27,34.2,92.24,77.57,36.48,75.48
Canada,56.13,-106.35,North America,North America,430190,59805,5012.24,6,57.88,5475,24736,69,-66138.35,-28022.04,-46070.9,-21648.83,41.44,3.33,66.4,10565.05,4.31,76798,4780,136718,168587,386883,59.58,38.03,32.8,21.5,0.6,0.07,Medium,67.07,101.3,67.87,73.26,25.9,570.06,88.91,62.72,100,3.76,Rail,4285.9,266.29,87.78,329.81,63.94,6068.72,12.42,0.23,19-08-2025,2025,Q3,8,August,34,19,2025,23.66,33.5,82.17,77.96,52.68,26.05,69.04
South Korea,36.5,127.75,Eastern Asia,Asia,857593,160468,7872.96,20,211.97,14197,47594,90.9,243877.17,8034.84,159510.73,134763.69,36.08,1.47,33.1,18112.47,3.97,208469,20799,79128,48497,356893,71.28,26.2,35.6,19,0.34,0.11,Medium,85.99,232.5,258.38,108.88,19.2,684.58,71.03,47.31,81.3,10.23,Sea,3936.3,170.69,87.3,171.68,74.16,118687.93,10.25,0.4,11-12-2024,2024,Q4,12,December,50,11,2024,16.97,23.24,89.94,56.01,50.17,10.98,70.14
Brazil,-14.24,-51.93,South America,South America,181178,36956,3502.54,2,15.19,2162,16391,57.3,14204.45,12764.86,1323.56,8555.41,20.1,2.15,32.7,12716.2,2.99,168364,170,130771,52443,351748,76.6,23.39,33.3,31.5,0.53,0.07,Medium,72.07,322.96,86.95,91.96,3,542.67,66.23,47.05,81.2,29.18,Sea,3984.5,258.88,80.98,290.48,53.19,36976,16.25,0.08,09-08-2025,2025,Q3,8,August,32,9,2025,42.4,5.29,87.26,94.88,43.83,87.27,71.71
South Korea,36.5,127.75,Eastern Asia,Asia,996102,185543,16361.35,21,192.03,12374,56706,90,195912.35,120374.72,85782.65,64987.51,42.59,0.65,65.8,34941.42,4.7,31317,47914,59222,151128,289581,73.1,27.82,61.8,87.9,0.29,0.33,High,60.68,234.88,175.3,89.8,5.2,632.13,54.86,77.77,71.3,13.05,Air,1765.3,43.25,83.99,99,93.72,53529.62,6.15,0.39,07-05-2024,2024,Q2,5,May,19,7,2024,11.14,6.87,70.83,82.34,48.06,61.22,68.73
Australia,-25.27,133.77,Oceania,Oceania,253078,50842,2573.16,3,48.64,4720,21744,60.7,-30149.03,-31770.97,-36610.35,-49748.19,21.47,1.27,20.3,7542.9,3.25,55712,32030,158593,47634,293969,81.55,20.49,53.4,74.7,0.33,0.42,High,97.47,44.15,69.42,119.1,8.9,482.99,31.94,29.8,45.7,34.11,Road,2622.5,70.72,72.01,273.41,56.18,60250.29,15.77,0.14,04-08-2024,2024,Q3,8,August,31,4,2024,3.75,38.61,23.38,59.5,44.16,68.15,64.94
Canada,56.13,-106.35,North America,North America,434722,77653,6276.96,7,69.8,5910,23107,74.6,-5232.15,-47677.52,-64364.91,-1619.72,39.33,1.44,24.9,40995.44,2.41,224890,37365,136217,209368,607840,11.62,86.8,65.6,75.8,0.71,0.14,High,64.26,187.6,269.21,64.15,16.4,339.75,74.15,74.47,92.7,29.83,Sea,4754.9,138.11,81.56,216.78,72.5,58054.48,9.6,0.2,28-06-2024,2024,Q2,6,June,26,28,2024,12.77,30.35,77.93,95.26,50.64,85.49,66.61
South Africa,-30.56,22.94,Southern Africa,Africa,75548,12651,453.79,0,5.96,781,3711,56.6,-20368.32,-3708.48,-5367.43,-12020.05,27.87,1.86,48.2,860,3.37,142375,34280,23762,194058,394475,17.39,81.34,51.5,17.7,0.44,0.1,High,88.25,10.99,142.16,61.12,3.1,449.99,57.06,58.66,62.7,12.31,Sea,4520.2,122.54,76.52,345.03,47.22,85326.63,12.26,0.02,15-03-2025,2025,Q1,3,March,11,15,2024,12.19,25.19,90.25,45.99,53.22,47.41,57.49
Japan,36.2,138.25,Eastern Asia,Asia,1557314,233282,15192.9,19,122.62,19524,101457,87,108484.54,42947.99,97792.26,105066.05,23.42,2.46,40.8,107081.6,4.43,215395,5313,110772,193349,524829,91.1,7.29,19,44.5,0.97,0.01,Low,77.43,49.34,206.78,136.83,16.9,164.99,68.97,52.23,80.8,11.32,Air,402,249.1,83.15,15.37,74.4,87683.32,10.81,0.26,28-12-2025,2025,Q4,12,December,52,28,2025,10.64,20.24,25.96,91.47,83.45,22.29,81.08
Chile,-35.68,-71.54,South America,South America,86368,16094,1439.68,2,10.28,728,5354,55.1,-1977.22,-5096.39,-10855.69,-13050.1,29.32,1.82,49.6,3298.23,4.76,127915,46862,119145,87517,381439,79.6,19.55,50,83.1,0.53,0.28,High,67.87,95.83,77.8,111.79,7.6,545.16,85.6,40.8,100,30.38,Sea,4697.7,282.93,87.8,129.6,72.45,108156.67,5.85,0.29,24-03-2024,2024,Q1,3,March,12,24,2023,4.76,20.03,58.67,68.39,82.22,48.29,64.68
United States,39.83,-98.58,North America,North America,5015963,738219,42349.89,45,336.45,49071,245797,105.5,353203.94,240412.07,319544.74,11443.46,22.11,1.82,49.3,205005.91,5.35,14736,17516,45013,22919,100184,92.01,6.03,34.6,37.9,0.36,0.21,Medium,78.95,85.33,236.64,117.45,24.3,425.06,47.25,46.34,53.4,5.83,Sea,2387.1,218.72,82.08,58.59,84.31,74633.22,15.97,0.03,24-10-2025,2025,Q4,10,October,43,24,2025,31.15,22.61,89.49,57.45,90.42,22.04,71.53
South Africa,-30.56,22.94,Southern Africa,Africa,66999,9741,448.55,1,6.37,698,3608,56.2,-1736.8,-9731.36,-12348.38,-5073.97,38.69,5.16,70.3,2806.85,5.36,28931,38563,49311,150692,267497,47.65,52.39,54.3,50.6,0.39,0.14,High,55.78,234.68,80.91,104.1,16.9,391.88,5.46,80.45,20.6,7.53,Air,3213.4,124.08,82.47,169.67,88.33,33764.98,12.17,0.34,29-01-2025,2025,Q1,1,January,5,29,2024,33.24,5.41,26.26,80.13,91.35,19.59,67.48
Indonesia,-0.79,113.92,Southeast Asia,Asia,143739,32880,1830.1,5,69.67,2320,10779,71.8,-73737.73,-29721.09,-21893.56,-70117.85,27.8,2.05,72.1,4446.04,4.63,96375,64410,67734,176277,404796,23.04,74.38,55.5,74.7,0.89,0.07,High,81.39,174.33,192.44,132.77,26.6,519.66,86.25,53.73,95.7,19.96,Rail,942.8,57.28,88.99,51.86,92.82,113944.7,13.18,0.19,28-05-2025,2025,Q2,5,May,22,28,2025,37.69,18.96,27.99,57.72,12.31,58.13,69.11
France,46.23,2.21,Western Europe,Europe,1615758,221884,18672.45,15,120.53,15769,86644,84.5,95597.32,68849.75,3261.02,88331.34,38.45,2.35,43.1,65946.36,3.21,179809,44078,67930,20781,312598,92.06,8.91,46.3,77.2,0.46,0.27,Medium,91.23,152.31,51.53,112.36,25.9,210.16,19.02,29.04,30.2,11.29,Air,1690,283.94,84.21,106.78,92.42,62735.16,10.77,0.13,05-06-2024,2024,Q2,6,June,23,5,2024,18.86,6.85,45.92,73.25,21.22,82.91,77.65
Canada,56.13,-106.35,North America,North America,474037,71165,3455.7,7,55.15,5661,25725,64.3,-55667.4,-3014.44,-13005.65,-27862.39,40.93,0.4,25.2,25913.22,3.04,175789,54772,138543,27686,396790,94.48,7.76,45.9,72,0.4,0.39,Medium,61.06,101.59,146.2,85.14,21.6,550.45,8.94,42.99,27.7,34.67,Air,1347.6,69.44,93.42,108.5,45.71,104213.58,17.13,0.38,29-07-2024,2024,Q3,7,July,31,29,2024,25.34,28.39,50.42,63.45,74.03,37.88,56.08
Chile,-35.68,-71.54,South America,South America,85123,17774,1755.64,3,8.91,807,5598,59.1,-9364.73,-293.74,-11640.05,-3285.75,18.02,3.5,48,7815.66,4.2,50454,34070,36430,149992,270946,84.38,12.98,23.3,51.8,0.98,0,Low,65.16,98.15,228.09,122.91,7.9,525.51,36.09,49.77,49.5,33.19,Sea,223.3,316.52,94.79,21.52,54.52,27061.36,11.84,0.11,11-12-2025,2025,Q4,12,December,50,11,2025,26.67,10.03,26.23,59.44,25.28,35.26,63.95
South Africa,-30.56,22.94,Southern Africa,Africa,66450,12665,652.6,0,5.87,690,3031,50.5,-13312.5,-8702.94,-4239.52,-8934.36,23.2,5.25,81.5,4316.69,5.42,43981,57661,25090,73450,200182,64.19,36.1,43.4,23.5,0.25,0.16,Medium,63.47,348.61,269.37,63.11,1.1,819.22,81.27,60.94,93,5.44,Sea,2207,40.48,91.23,253.17,58.27,39864.39,10.45,0.16,15-02-2024,2024,Q1,2,February,7,15,2023,44,4.28,61.66,81.72,34.94,15.47,65.02
Norway,60.47,8.47,Northern Europe,Europe,984926,117203,11045.1,2,17.97,6404,28750,70,14178.88,1207.24,6922.16,9049.56,24.55,3.44,44.6,51199.43,5.11,123629,54547,88312,27102,293590,70.63,29.89,44.5,38.9,0.32,0.24,Medium,75.03,306.91,204.3,106.48,21.8,597.17,21.63,38.02,36.3,18.1,Sea,4492.4,181.8,76.02,455.76,87.72,77383.99,13.82,0.09,27-04-2024,2024,Q2,4,April,17,27,2024,11.45,11.77,87.17,79.95,24.06,71.59,74.55
Brazil,-14.24,-51.93,South America,South America,178834,38741,2821.29,2,20.74,2583,18865,63.6,5787.2,1635.77,1061.79,5656.34,31.07,5.7,88.7,11072.91,6.34,18083,60460,37614,109567,225724,42.25,59.49,56.5,79.6,0.74,0.13,High,78.5,299.87,78.24,64.66,26.3,345.58,66.94,71.34,76.5,16.34,Rail,3364.5,130.61,73.26,316.89,93.68,96165.02,2.55,0.23,26-06-2024,2024,Q2,6,June,26,26,2024,20.67,20.98,33.76,64.74,78.01,30.4,70.11
Brazil,-14.24,-51.93,South America,South America,191665,36463,2648.48,2,19.95,2775,16743,57.7,14975.3,14186.84,17581.16,17746.06,18.99,0.66,68.8,17534.12,5.03,83201,40185,102430,209263,435079,22.95,75.35,49.6,47.6,0.78,0.05,Medium,63.55,107.9,282.23,81.2,12.6,318.77,11.36,34.91,31.1,11.85,Road,2002.3,270.02,86.58,196.98,84.79,111196,5,0.04,09-11-2025,2025,Q4,11,November,45,9,2025,12.2,13.59,83.83,48.81,23.41,87.48,61.89
Norway,60.47,8.47,Northern Europe,Europe,1011556,130652,11571.5,4,17.02,6453,29659,69.8,20898.31,7445.16,6744.17,16489.97,20.5,1.18,84.4,59832.22,6.25,122347,24754,94345,172408,413854,17.58,85.33,47.1,49.2,1,0,Medium,58.71,207.4,175.85,85.01,24.8,312.54,82.24,75.48,94.2,5.68,Air,113.6,299.1,97.38,11.08,55.46,110026.94,12.57,0.02,20-08-2025,2025,Q3,8,August,34,20,2025,43.54,17.65,91.47,51.03,44.79,52.67,54.53
United States,39.83,-98.58,North America,North America,5600065,768004,31124.77,41,320.11,58788,254468,110.5,111765.86,138500.33,255429.84,96842.51,36.86,0.74,77.5,67844.26,5.65,241240,61180,99686,187373,589479,32.72,66.74,50.2,66.4,0.88,0.06,High,64.63,183.95,153.23,125.69,5.8,461.93,16.41,76.8,28.1,34.26,Rail,2908,277.64,82.47,173.2,71.02,28654.93,16.69,0.14,04-01-2025,2025,Q1,1,January,1,4,2024,22.61,18.48,57.91,41.31,34.43,47.96,56.69
China,35.86,104.19,Eastern Asia,Asia,11057185,1214307,59151.72,101,846.02,205113,1338904,99,945626.89,346392.21,219056.57,895469.09,28.65,0.55,71.6,448804.29,6.19,11400,67003,12166,141490,232059,24.71,76.41,69.3,78.8,0.5,0.35,High,75.62,33.52,60.21,73.72,18.8,400.19,76.16,67.22,93,25.87,Rail,1521.7,57.98,97.37,64.63,85.65,115947.5,2.64,0.02,15-08-2025,2025,Q3,8,August,33,15,2025,18.04,11.8,68.39,57.94,92.31,54.77,62.48
Indonesia,-0.79,113.92,Southeast Asia,Asia,142935,37844,1506.65,5,60.91,2513,11688,72.4,-17474.45,-16933.18,-40838.88,-56073.69,36.85,1.43,57.9,6655.26,4.28,161548,266,146323,83090,391227,51.59,47.69,44.2,77.8,0.99,0.01,Medium,69.46,344.89,184.22,67.41,21.3,761.83,13.92,57.46,33.5,33.15,Road,2160,194,83.81,255.83,66.17,118908.4,16.81,0.38,17-01-2024,2024,Q1,1,January,3,17,2023,17.46,25.07,73.57,85.78,73.68,65.92,69.3
India,20.59,78.96,Southern Asia,Asia,339772,146411,5924.75,8,49.37,7327,72032,51.5,53680.43,12333.46,44722.35,33843.06,27.35,3.6,68.6,42482.12,4.8,72777,62454,58605,152225,346061,72.01,28.76,51.8,58.5,0.29,0.31,High,86.72,9.45,142.42,101.02,12,434.17,68.47,77.23,77.9,30.67,Air,823.8,60.02,72.85,75.9,96.7,33523.74,10.47,0.4,11-01-2025,2025,Q1,1,January,2,11,2024,12.65,36.72,72.47,43.14,18.58,47.83,68.69
United Kingdom,55.38,-3.44,Northern Europe,Europe,1758681,202055,14990.49,14,103.54,15903,76041,77.6,114263.99,56110.83,40783.55,79081.78,44.74,0.99,86.8,57187.23,6.21,226876,27510,43461,86996,384843,14.69,86.55,50.9,39.3,0.77,0.08,High,95.25,27.85,96.84,92.7,26.8,459.13,36.65,48.45,50.7,27.52,Road,1589.7,129.36,84.44,109.05,67.56,108253.78,3.24,0.02,03-12-2025,2025,Q4,12,December,49,3,2025,41.03,28.57,32.37,96.41,60.18,81.08,77.08
Chile,-35.68,-71.54,South America,South America,90569,17919,756.98,2,10.58,678,5094,58.5,-20142.51,-9635.64,-15479.27,-19095.41,27.92,1.77,33.5,1360.76,4.83,240727,70372,21316,138468,470883,18.37,81.68,71.7,57.2,0.23,0.33,High,87.42,52.64,236.5,101.53,19.7,208.93,81.24,58.49,87.7,25.6,Rail,4197.5,295.78,85.72,493.33,70.45,75122.65,15.25,0.01,08-05-2025,2025,Q2,5,May,19,8,2025,17.64,18.23,25.5,78.92,53.45,45.51,66.27
Chile,-35.68,-71.54,South America,South America,89965,16384,944.37,2,10.19,787,5310,55.4,-4596.35,-3112.09,-3304.26,-4573.89,44.86,0.86,34.3,5079.65,3.75,197787,59402,12398,213913,483500,37.42,60.99,47.5,73.9,0.99,0,Medium,60.72,53.09,275.12,67.75,11.5,455.64,79.88,70.27,86.2,2.55,Air,2741.9,197.84,93.51,273.14,58.13,4546.63,11.91,0.32,25-09-2024,2024,Q3,9,September,39,25,2024,11.68,11.31,51.67,66.8,19.85,19.35,59.54
Japan,36.2,138.25,Eastern Asia,Asia,1642054,251341,17696.29,16,146.65,16879,102100,79.8,99922.24,97775.14,40555.43,12441.64,33.31,0.78,17.3,78479.47,2.98,162354,19400,144019,71392,397165,80.85,21.46,34,40.4,0.59,0.13,Medium,90.67,64.58,158.04,110.12,12.3,151.98,68.92,38.25,74.9,26.87,Sea,2926,31.77,82.31,104.49,57.51,89344.96,15.44,0.16,26-03-2024,2024,Q1,3,March,13,26,2023,39.23,19.08,60.13,78.16,59.2,32.48,73.08
South Africa,-30.56,22.94,Southern Africa,Africa,71367,9104,735.95,1,6.37,714,3521,51.9,-9266.49,-14349.34,-5484.73,-5125.04,37.84,2.92,53.2,1454.55,5.37,229723,76556,135139,35957,477375,73.08,25.84,49.5,69.2,0.46,0.33,Medium,70.06,342.81,261.58,73.1,23.8,834.89,56.37,59.1,72.6,25.66,Road,2218.2,250.71,94.42,219,77.74,66669.93,4.84,0.01,20-03-2024,2024,Q1,3,March,12,20,2023,30.7,24.07,69.41,48.9,48.83,89.64,61.8
Chile,-35.68,-71.54,South America,South America,82313,16662,708.86,2,9.57,978,5531,61.4,-8620.87,-3934.78,-16251.63,-17777.17,20.53,1.59,29.4,4167.98,2.91,184862,61284,133217,93268,472631,70.5,27.83,26.4,29.5,0.79,0.03,Medium,93.09,251.71,98.01,61.82,14.5,444.1,36.41,38.92,48.6,26.87,Sea,4904.9,82.43,97.82,523.7,91.1,53753.48,9.86,0.36,11-01-2025,2025,Q1,1,January,2,11,2024,18.36,28.71,44.27,55.99,69.05,82.35,78.44
Australia,-25.27,133.77,Oceania,Oceania,241718,52542,5202.17,6,31.33,5617,22437,70.7,-23285.4,-3807.09,-1325.06,-31585.24,29.03,1.27,36.6,18082.09,3.51,240609,55412,136415,115250,547686,84.95,15.2,40.7,82.3,0.78,0.16,Medium,59.98,156.78,70.41,134.84,25.3,462.54,15.16,68.37,26.9,10.68,Rail,4156.9,213.46,70.95,84.79,83.81,63051.87,9.62,0.1,30-08-2025,2025,Q3,8,August,35,30,2025,19.64,28.87,67.88,70.82,49.55,32.3,68.48
India,20.59,78.96,Southern Asia,Asia,371048,165967,10997.91,8,51.75,5557,83384,52.3,16976.49,26316.11,12362.68,23042.38,23.93,2.91,87.8,63153.6,5.76,183199,17496,143264,12105,356064,84.63,13.03,27.9,21.3,0.47,0.06,Medium,76.2,317.35,19.38,73.25,7.4,423.11,33.91,46.04,52,32.97,Air,2318.8,39.51,95.39,50.72,73.8,16209.63,14.23,0.29,25-05-2024,2024,Q2,5,May,21,25,2024,3.22,33.87,67.39,77.47,78.74,12.54,74.89
Indonesia,-0.79,113.92,Southeast Asia,Asia,140934,35803,1332.74,5,69.78,2171,12339,65.1,-10424.06,-7102.91,-43671.65,-30061.16,41.92,1.37,85.9,2402.24,5.46,201847,44589,70282,181119,497837,69.24,28.02,49,82.7,0.66,0.26,Medium,83.56,181.93,202.92,70.68,27.7,302.13,10.37,60.13,20.6,2.44,Air,3787.6,307.61,96.91,93.64,56.63,50459.99,9.01,0.28,17-07-2024,2024,Q3,7,July,29,17,2024,30.98,35.27,60.26,81.97,61.55,23.38,68.29
France,46.23,2.21,Western Europe,Europe,1709778,243749,22097.75,14,127.08,16039,78100,79.2,117588.23,30456.87,115429.55,19611.69,23.96,6.29,82.2,84268.71,5.52,146096,50863,109400,46146,352505,78.88,21.94,21.1,22,0.81,0.03,Low,89.45,97.66,42.16,82.29,17.5,225.36,18.29,41.95,25.4,23.96,Road,3504.5,219.75,93.36,301.78,75.37,86907.74,12.24,0.09,21-01-2024,2024,Q1,1,January,3,21,2023,26.03,35.28,40.92,45.31,68.84,82.74,72.26
South Africa,-30.56,22.94,Southern Africa,Africa,68564,12961,1073.02,1,6.12,700,3822,49.4,-3740.32,-6628.34,-16362.97,-15779.42,29.53,2.09,27.8,2286.45,3.68,127661,10438,144727,95726,378552,19.3,81.47,48.7,13,0.48,0.05,Medium,82.84,84.29,147.6,101.66,21.5,400.84,14.74,46.57,34.3,17.03,Sea,1838.7,264.14,92.62,202.68,77.81,3659.73,3.67,0.29,16-11-2024,2024,Q4,11,November,46,16,2024,6.43,39.63,87.53,49.19,88.19,57.13,65.28
Chile,-35.68,-71.54,South America,South America,96518,19008,666.02,2,10.92,880,4550,58.3,-14349.64,-11133.16,-6264.25,-20471.52,24.58,4.89,65.4,1000.11,5.3,112186,35782,49057,186184,383209,71.22,27.52,29.1,39.2,0.81,0.06,Medium,72.83,58.84,215.78,64.76,15.9,247.14,36.89,58.84,54,15.78,Road,726.2,215.14,91,51.95,79.96,109052.68,14.74,0.25,14-03-2025,2025,Q1,3,March,11,14,2024,29.62,22.75,61.85,61.38,44.11,68.64,71.27
Norway,60.47,8.47,Northern Europe,Europe,809340,105415,3959.64,3,15.86,7665,25151,80.8,22957.17,12014.62,10242.6,695.75,27.25,1.2,32.8,24084.95,4.74,105525,31686,7111,87841,232163,60.08,38.87,49.5,88.8,0.84,0.11,Medium,95.39,163.02,288.58,109.51,14.4,432.11,14.88,46.73,33,24.3,Air,1222.5,91.28,97.47,29.58,81.28,14973.95,15.94,0.13,19-06-2024,2024,Q2,6,June,25,19,2024,32.48,5.24,72.52,70.14,71.37,55.85,74.33
Japan,36.2,138.25,Eastern Asia,Asia,1807555,242654,11020.58,16,158.87,17797,96586,89.2,20299.75,16775.19,116141.75,64604.04,37.54,0.21,37.7,72584.34,3.04,95166,54470,70443,54972,275051,34.27,64.19,47.5,25.1,0.46,0.11,Medium,79.13,235.48,191.85,77.56,27.3,571.38,19.62,73.31,37.4,21.38,Air,3956.1,120.25,77.07,177.2,94.21,105518.28,2.46,0.35,09-03-2024,2024,Q1,3,March,10,9,2023,28.26,5.44,59.64,66.98,94.35,53.17,73.2
China,35.86,104.19,Eastern Asia,Asia,11331631,1384290,89576.48,98,693.91,208102,1210811,93.9,271512.94,74641.15,483727.98,628955.13,22.68,4.32,88.6,562038.25,5.58,122616,32138,132109,109095,395958,35.9,63.47,66.7,65.5,0.28,0.23,High,79.77,105.33,252.84,71.62,17.3,330.34,25.29,81.49,41.1,25.22,Road,1379.2,178.23,78.94,117.23,54.13,80588.78,10.42,0.36,13-03-2024,2024,Q1,3,March,11,13,2023,40.39,14.08,66.03,97.3,80.15,28.98,66.12
South Africa,-30.56,22.94,Southern Africa,Africa,69376,12566,786.23,0,5.19,615,3084,47.6,-23680.2,-13364.87,-6345.24,-8638.89,23.29,4.77,74.6,5757.1,5.73,18227,40880,101278,176904,337289,79.85,17.6,11.6,13.8,0.98,0,Low,77.71,164.29,71.87,96.42,1.1,445.91,31.01,69.56,48.6,26.46,Road,3902.3,138.04,70.12,282.95,82.59,14183.97,10.15,0.04,03-12-2024,2024,Q4,12,December,49,3,2024,38.49,19.01,94.07,93.58,40.31,68.19,85.57
South Africa,-30.56,22.94,Southern Africa,Africa,72423,12767,505.27,0,5.14,580,2925,47,-9739.86,-13324.92,-2354.24,-18162.92,36.32,1.2,26,1180.4,4.19,218275,76611,9529,121736,426151,71.65,28.22,43.6,37.2,0.31,0.14,Medium,62.17,289.97,131.32,111.91,24.3,482.96,48.23,66.28,58.2,25.68,Rail,1364,172.01,95.3,89.72,93.12,81443.21,8.44,0.17,28-07-2024,2024,Q3,7,July,30,28,2024,33.27,37.85,93.33,88.92,42.97,29.18,75.15
Norway,60.47,8.47,Northern Europe,Europe,934681,126355,10942.55,3,15.32,7603,28581,69.4,12336.76,3727.34,18570.44,9011.9,27.89,2.34,75.7,23345.92,5.47,105885,37664,103956,170326,417831,80.1,19.78,18,20.5,0.87,0.02,Low,79.34,197.26,2.14,135.46,17.5,397.18,45.39,58.33,62.5,18.99,Rail,3342.2,209.58,98.25,257.37,65.04,53200.24,14.04,0.09,13-05-2025,2025,Q2,5,May,20,13,2025,16.84,11.83,86.54,64.46,83.03,76.36,72.71
Germany,51.17,10.45,Western Europe,Europe,2288664,412105,28466.56,25,168.83,25808,115289,87.7,85551,54539.93,154668.9,88806.08,32.07,2.46,77.6,212519.54,6,90486,60933,171091,56494,379004,94.7,2.56,46.9,73.2,0.32,0.33,Medium,88.81,226.13,28.64,68.74,10.9,636.58,46.74,76.83,58.9,22.24,Air,4227.9,266.83,99.37,216.04,73.37,65920.1,2.66,0.15,26-08-2025,2025,Q3,8,August,35,26,2025,34.13,15.53,84.26,96.73,86.6,15.96,78
Indonesia,-0.79,113.92,Southeast Asia,Asia,134406,36482,2923.2,6,65.04,1860,12257,75.9,-63756.92,-37694.68,-28907.7,-2561.03,23.97,0.28,15.7,18936.25,1.92,151968,31893,77278,174156,435295,66.58,32.26,20.1,18.3,0.92,0.01,Low,74.12,211.57,238.77,65.88,27.8,629.14,7.78,48.38,24.4,22.61,Sea,3988.7,244.47,93.43,360.11,89.11,107014.36,2.99,0.27,03-06-2025,2025,Q2,6,June,23,3,2025,5.54,5.9,69.86,73.28,65.6,35.53,79.1
Norway,60.47,8.47,Northern Europe,Europe,946253,135161,6064.92,1,15.62,7226,27413,77.4,7878.74,11192.48,10184.27,9179.32,33.6,1.75,38.8,14469.31,4.65,63568,42270,163664,122888,392390,65.57,37.27,40.5,46.6,0.63,0.12,Medium,86.39,246.1,10.27,120.59,21.1,515.04,64.99,64.95,76.7,24.57,Sea,1022.8,250.67,98.99,105.55,95.76,7963.37,4.8,0.05,14-11-2024,2024,Q4,11,November,46,14,2024,22.84,10.98,47.29,50.47,72.68,30.46,73.03
South Korea,36.5,127.75,Eastern Asia,Asia,849735,161531,11727.39,21,208.17,12771,56447,90.5,44668.32,40037.43,117458.8,30148.09,33.03,0.68,82.8,67440.42,5.98,27598,27265,114576,121415,290854,14.29,82.81,64.6,43.6,0.32,0.22,High,61.21,10.5,295.38,82.58,12.7,463.33,51.25,54.01,63.9,31.75,Air,4038.5,143.21,72.05,295.57,81.63,5873.92,16.85,0.14,22-03-2025,2025,Q1,3,March,12,22,2024,24.66,37.6,55.23,46.16,52.49,76.36,56.1
Germany,51.17,10.45,Western Europe,Europe,2354560,466604,41528.32,23,202.69,29043,143463,94.6,73430.59,26648.01,185204.21,89379.06,25.13,2.6,33.2,124976.89,4.35,11741,52387,145108,151433,360669,67.08,33.28,50.8,79.3,0.62,0.16,High,61.9,293.33,210.13,69.77,10.4,647.82,34.17,38.51,51.6,30.58,Sea,1497.4,308.45,83.34,76.88,57.52,103403.99,8.83,0.21,21-02-2025,2025,Q1,2,February,8,21,2024,43.73,4.5,23.66,57.23,76.78,85.78,56.46
Norway,60.47,8.47,Northern Europe,Europe,929993,99483,4347.42,2,15.47,6810,23853,75.5,14230.22,384.24,15766.15,7527.78,39.65,1.19,38.7,20934.9,3.97,16063,34677,30853,198719,280312,21.05,81.2,61.4,83.8,0.88,0.07,High,72.01,286.16,18.4,94.58,8.5,415.41,38.49,65.52,57.5,8.18,Air,1969.8,314.36,91.41,168.07,68.19,44272.85,9.49,0.39,30-11-2024,2024,Q4,11,November,48,30,2024,24.9,15.49,74.2,56.62,93.79,58.82,58.86
